step,data_ms,h2d_ms,fwd_ms,bwd_ms,step_ms,loss
50,274.28427399136126,0.17713396809995174,40.48589603044093,39.8861120082438,354.83341599814594,0.14543163776397705
100,271.46674499381334,0.16967798117548227,40.4670480126515,39.708242011256516,351.81171299889684,0.11998357623815536
150,269.9028340106209,0.16877131847043833,40.46556733859082,39.69001133305331,350.22718400073546,0.11131702363491058
200,269.03093500295654,0.1695979991927743,40.45802750159055,39.73039549542591,349.3889559991658,0.10031414777040482
50,268.96026603877544,0.17275995574891567,40.436491994187236,40.03516201861203,349.6046800073236,0.08789759129285812
100,265.7597860088572,0.1752289943397045,40.42771099600941,39.94035600218922,346.3030820013955,0.09095028042793274
150,266.5498293377459,0.1759399939328432,40.44650599050025,39.92698401212692,347.09925933430594,0.0696871429681778
200,263.33110000705346,0.17569748684763908,40.450197495520115,39.9104145122692,343.8674095016904,0.06642210483551025
50,251.9106960017234,0.17236799001693726,40.40129601955414,40.05513599142432,332.5394960027188,0.08141189813613892
100,252.55600899923593,0.17157600726932287,40.38298901170492,40.1583509799093,333.2689249981195,0.07373937964439392
150,257.3920926855256,0.17205866985023022,40.40122332982719,40.09999797989925,338.0653726651023,0.06323211640119553
200,257.5124370260164,0.17036798875778913,40.41296100709587,40.04955147858709,338.14531750045717,0.07794735580682755
50,273.39020600542426,0.1839639525860548,40.39373202249408,40.00366801396012,353.9715699944645,0.06727283447980881
100,267.27988401427865,0.17959996592253447,40.41828902903944,39.97304598800838,347.850818997249,0.06138505041599274
150,262.95147268101573,0.17520264722406864,40.412818690141044,39.88489198187987,343.4243860002607,0.05387001484632492
200,260.770405002404,0.1759144733659923,40.420507525559515,39.84645499847829,341.2132819998078,0.058716051280498505
50,262.7237239666283,0.17691204324364662,40.43143794871867,39.851796040311456,343.1838699989021,0.059626512229442596
100,261.1793629825115,0.17679900862276554,40.475383987650275,39.81126201804727,341.64280799683183,0.051934730261564255
150,264.90069199663895,0.1777620023737351,40.49063531992336,39.83856067992747,345.4076499988635,0.05358901619911194
200,263.5324989934452,0.17576599959284067,40.48261449439451,39.77342701051384,343.9643064979464,0.05554570257663727
50,260.87783600203693,0.1841719914227724,40.43993997387588,39.841018030419946,341.3429659977555,0.05218273401260376
100,258.80189199000597,0.18153402023017406,40.44226897880435,39.82472401112318,339.2504190001637,0.046179790049791336
150,260.11239397960406,0.17976935332020125,40.44263065171739,39.82363268112143,340.5584266657631,0.05380716174840927
200,259.5894004846923,0.18273101188242435,40.43064748868346,39.83745451550931,340.0402335007675,0.05843218043446541
50,250.82506202161312,0.17759202048182487,40.460089994594455,39.789983965456486,331.2527280021459,0.06014082208275795
100,252.26697497535497,0.1772800274193287,40.449176002293825,39.894564994610846,332.78799599967897,0.058526135981082916
150,254.21905066507557,0.1739006799956163,40.46608734565476,39.81061131072541,334.6696500014514,0.04576520994305611
200,254.05019799247384,0.17210801132023335,40.465856508817524,39.863088987767696,334.5512515003793,0.052515193819999695
50,261.41836795955896,0.17618798650801182,40.471161995083094,39.87214805558324,341.9378659967333,0.04890041798353195
100,262.83534198533744,0.18188399728387594,40.47447798307985,39.82187603134662,343.3135799970478,0.042146652936935425
150,262.0580606566121,0.1791399841507276,40.46402200746039,39.848916682725154,342.5501393309484,0.039462603628635406
200,260.9656869806349,0.17705199075862765,40.459394506178796,39.76963902125135,341.3717724988237,0.05274917930364609
50,257.62112002819777,0.17877602949738503,40.471413964405656,39.95290597900748,338.2242160011083,0.05253029614686966
100,260.48117101658136,0.1781569980084896,40.44690598733723,39.77609899826348,340.88233300019056,0.06484244763851166
150,260.08570935887593,0.17772466565171877,40.48067865272363,39.731051322693624,340.4751639999449,0.04661930724978447
200,261.75521100405604,0.17640301259234548,40.47152948565781,39.69383499817923,342.0969785004854,0.04675700142979622
