step,data_ms,h2d_ms,fwd_ms,bwd_ms,step_ms,loss
50,272.14844005182385,0.1889559719711542,40.47375198453665,40.01717398874462,352.8283219970763,0.14283686876296997
100,269.6417320659384,0.177925955504179,40.46427499502897,40.04303297959268,350.32696599606425,0.11804718524217606
150,269.94313137605786,0.17691264860332012,40.44544932742914,40.06797797977924,350.63347133186954,0.1010969951748848
200,268.7309730425477,0.17545699374750257,40.45013148803264,39.937450473662466,349.2940119979903,0.10135102272033691
50,269.31786398403347,0.17947600223124027,40.42190997861326,39.87334603443742,349.7925959993154,0.09847640246152878
100,264.98856999445707,0.1794560020789504,40.436451975256205,39.824865027330816,345.42934299912304,0.08567465096712112
150,266.4324246440083,0.18124534438053766,40.48361263858775,39.92927070707083,347.0265533340474,0.07972367107868195
200,278.2368154730648,0.18229050794616342,40.478651486337185,39.943105534184724,358.84086300153285,0.07074202597141266
50,315.61080399900675,0.17071401700377464,40.395023953169584,39.72931203432381,395.9058540035039,0.08378866314888
100,316.24154299031943,0.1751880208030343,40.41616497095674,39.82660601846874,396.65950200054795,0.07366984337568283
150,312.8758859913796,0.17566001042723656,40.41045730933547,39.82467135724922,393.2866746683915,0.06049386039376259
200,310.18255048198625,0.17935700714588165,40.42910798918456,39.850220021326095,390.6412354996428,0.06890872865915298
50,328.5660259798169,0.18599402159452438,40.46094197779894,39.672708017751575,408.88566999696195,0.07561026513576508
100,349.0966709749773,0.1839939970523119,40.44812700711191,39.70140201970935,429.4301939988509,0.07372371852397919
150,352.2687126509845,0.1846746727824211,40.458973993857704,39.77180201560259,432.6841633332272,0.06371714174747467
200,353.2865919964388,0.1813825056888163,40.450063503813,39.73811949370429,433.6561574996449,0.06557363271713257
50,296.5382219478488,0.1886999886482954,40.44042802415788,39.79554603807628,376.96289599873126,0.06279996037483215
100,294.4189119664952,0.1826089806854725,40.43190100695938,39.64558804407716,374.6790099982172,0.05601121857762337
150,297.4008733034134,0.1782926513502995,40.44443001970649,39.65134802584847,377.67494400031865,0.0575285330414772
200,295.5625994759612,0.18034148262813687,40.45100601390004,39.66324652777985,375.8571935002692,0.05341119319200516
50,344.55366998910904,0.18399803899228573,40.49270994029939,39.762874031439424,424.99325199984014,0.07113100588321686
100,351.8891829904169,0.18383399117738008,40.46486500650644,39.91094601340592,432.4488280015066,0.055238399654626846
150,335.9410386780898,0.1843833023061355,40.471382016936936,39.89144466817379,416.48824866550666,0.05081415921449661
200,349.80788701213896,0.18470997689291835,40.477613017428666,39.82448449358344,430.294694500044,0.05391984432935715
50,286.49251400493085,0.18611803650856018,40.506435967981815,39.84004999510944,367.02511800453067,0.05231655389070511
100,288.56207901146263,0.186301008798182,40.47139298170805,39.807985997758806,369.02775899972767,0.057695578783750534
150,288.8037686701864,0.18861934542655945,40.48071266151965,39.84628732316196,369.31938800029457,0.05808255076408386
200,285.28958500828594,0.1884969975799322,40.45565051026642,39.87895198399201,365.8126845001243,0.05666464567184448
50,282.14679998345673,0.17998399212956429,40.453706020489335,39.82631000690162,362.60680000297725,0.05052897334098816
100,278.5909619834274,0.1851790165528655,40.44656399637461,39.81131300330162,359.0340179996565,0.058900702744722366
150,274.5969893286626,0.1800186838954687,40.44523532191912,39.854961332554616,355.07720466703176,0.04647182673215866
200,272.46283900458366,0.17886250047013164,40.44370250077918,39.87023949390277,352.95564349973574,0.044565409421920776
50,272.8805260080844,0.16190792433917522,40.42116402648389,39.82208603993058,353.28568399883807,0.04551843926310539
100,268.2623539958149,0.17119396477937698,40.431710006669164,39.65836703311652,348.52362500038,0.0436592698097229
150,268.87003666721284,0.17022864893078804,40.44975733074049,39.71572401933372,349.20574666621786,0.04706230387091637
200,271.14439599681646,0.17284898785874248,40.45075849862769,39.73993301624432,351.5079364995472,0.05327504500746727
50,269.0412319637835,0.18790199421346188,40.572600001469254,39.997260039672256,349.7989939991385,0.05341198295354843
100,264.35980294831097,0.18890601582825184,40.527156996540725,39.90208703558892,344.97795299626887,0.04421522468328476
150,262.81509396309656,0.1872686700274547,40.50253733371695,39.757810697580375,343.2627106644213,0.057370953261852264
200,263.9865539688617,0.18455700483173132,40.48421449959278,39.718196026515216,344.3735214998014,0.042076271027326584
50,258.52397195994854,0.1766559947282076,40.41964402422309,39.76296202279627,338.8832340016961,0.05021412670612335
100,256.78238596767187,0.18004202749580145,40.4573559993878,39.80702400673181,337.2268080012873,0.044296745210886
150,257.9409833004077,0.18108402068416277,40.45496200521787,39.7684460071226,338.3454753334324,0.04187983274459839
200,257.38330498570576,0.17944701481610537,40.44608649332076,39.79005200788379,337.7988905017264,0.042787328362464905
